Tipo,Numero,Nombre,Densidad poblacion,Empadronados,6k,6k-12k,12k-18k,18k-21k,21k-30k,30k-60k,60k,UnidadesProductivas_Actividades_Financieras,UnidadesProductivas_Administracion_Publica_Sanidad_Educacion,UnidadesProductivas_agricultura_Ganaderia,UnidadesProductivas_alimentacion_textil,UnidadesProductivas_Comercio_Hosteleria,UnidadesProductivas_Construcion,UnidadesProductivas_Industria_Manufacturera,UnidadesProductivas_Informacion_servicio_profesional,UnidadesProductivas_Metal,UnidadesProductivas_Mineria_electricidad_agua,UnidadesProductivas_Otras,UnidadesProductivas_Otras_Actividades_de_Servicios,UnidadesProductivas_transporte,Empadronados Inicio,Empadronados Final,Balance Empadronados,Ocupados Inicio,Ocupados Final,Balance Ocupados,Sector Predominante,Poligono,Tipo Poblacion,%_UnidadesProductivas_Actividades_Financieras,%_UnidadesProductivas_Administracion_Publica_Sanidad_Educacion,%_UnidadesProductivas_agricultura_Ganaderia,%_UnidadesProductivas_alimentacion_textil,%_UnidadesProductivas_Comercio_Hosteleria,%_UnidadesProductivas_Construcion,%_UnidadesProductivas_Industria_Manufacturera,%_UnidadesProductivas_Informacion_servicio_profesional,%_UnidadesProductivas_Metal,%_UnidadesProductivas_Mineria_electricidad_agua,%_UnidadesProductivas_Otras,%_UnidadesProductivas_Otras_Actividades_de_Servicios,%_UnidadesProductivas_transporte,%_Balance_Empadronados,%_Balance_Ocupados,Mediana_Empadronados,%50_Empadronados,Mediana_Ocupados,%50_Ocupados
Municipios,442,Colmenarejo,298.86,9376,965,349,516,344,794,1244,348,2.67,8.32,0.75,0.21,13.87,12.48,1.49,19.41,0.11,0.32,1.17,15.47,3.52,737,734,3,3409,2735,674,8,,5,0.033462839954881564,0.10427371851109161,0.009399674144629652,0.0026319087604963023,0.17383130718135104,0.15641057776663742,0.018674019300664244,0.2432635668630154,0.0013786188745456823,0.004010527635041985,0.014663491665622256,0.19388394535656098,0.04411580398546183,0.0003199658703071672,0.07188566552901024,-0.0004700352526439483,1,0xf,1
Municipios,480,Corpa,28.58,742,76,45,61,-,86,56,-,0.0,8.09,2.7,1.35,10.78,2.7,2.7,12.13,1.35,0.0,0.0,6.74,8.09,41,40,1,90,97,-7,8,,2,0.0,0.14285714285714288,0.04767790923538761,0.023838954617693805,0.19035846724351052,0.04767790923538761,0.04767790923538761,0.21419742186120433,0.023838954617693805,0.0,0.0,0.11901818823944907,0.14285714285714288,0.0013477088948787063,-0.009433962264150943,-0.0004700352526439483,1,0xf,2
Municipios,493,Coslada,6765.42,81273,8763,3640,5635,3909,8628,9213,1317,1.75,5.8,0.21,0.54,25.15,14.57,4.0,12.66,1.44,0.14,2.02,12.0,15.2,7658,7433,225,35659,36819,-1160,5,,5,0.018328445747800584,0.060745705906996225,0.00219941348973607,0.005655634687892753,0.26340594888981983,0.1525974025974026,0.04189359028068705,0.13259321323837453,0.015081692501047338,0.001466275659824047,0.021156263091746962,0.12568077084206117,0.1591956430666108,0.0027684470857480344,-0.014272882753189867,-0.0004700352526439483,1,0xf,2
Municipios,506,Cubas de la Sagra,512.17,6642,609,286,449,263,563,706,154,2.41,6.78,0.9,1.05,13.7,17.46,5.87,12.65,3.01,0.3,1.81,10.09,8.43,516,522,-6,1488,1500,-12,6,,5,0.02853421738100876,0.08027468624200805,0.010655931802036465,0.01243192043570921,0.16220696187544398,0.20672507695950745,0.06950035519772672,0.14977504143973477,0.035638171915699735,0.0035519772673454886,0.021430262846317782,0.11946483542505326,0.09981056121240822,-0.0009033423667570009,-0.0018066847335140017,-0.0004700352526439483,2,0xf,2
Municipios,534,Daganzo de Arriba,242.36,10520,929,390,637,463,1064,1565,435,2.38,6.94,1.9,1.52,24.62,9.89,12.07,16.92,6.27,0.29,4.28,13.88,11.88,1069,1060,9,4595,4336,259,5,,5,0.021091811414392057,0.06150301311591634,0.01683800070896845,0.01347040056717476,0.21818504076568593,0.08764622474299893,0.10696561503013116,0.14994682736618223,0.055565402339595886,0.0025700106345267633,0.03792981212336051,0.12300602623183268,0.10528181495923432,0.0008555133079847909,0.02461977186311787,-0.0004700352526439483,1,0xf,1
Municipios,549,El Escorial,242.39,16594,1780,716,983,614,1597,2336,700,1.81,8.44,1.81,0.96,20.07,9.94,2.53,21.51,0.18,0.42,1.39,25.13,2.47,1543,1562,-19,3925,4189,-264,12,,5,0.01872542933995448,0.08731636664597557,0.01872542933995448,0.009931719428926131,0.20763500931098694,0.10283467825367265,0.026174218911649075,0.22253258845437615,0.0018621973929236497,0.004345127250155183,0.014380302089799294,0.25998344713428506,0.025553486447341196,-0.0011449921658430759,-0.015909364830661684,-0.0004700352526439483,2,0xf,2
Municipios,552,Estremera,17.41,1381,178,67,90,42,72,49,10,2.9,8.69,16.65,0.0,29.69,16.65,2.9,10.14,2.9,2.9,0.0,7.97,10.14,151,150,1,1148,1245,-97,5,,2,0.02600197256343584,0.07791625571595084,0.1492871873038644,0,0.266206401864969,0.1492871873038644,0.02600197256343584,0.09091724199766878,0.02600197256343584,0.02600197256343584,0.0,0.07146059356227023,0.09091724199766878,0.000724112961622013,-0.07023895727733527,-0.0004700352526439483,1,0xf,2
Municipios,565,Fresnedillas de la Oliva,60.98,1742,227,68,91,52,122,149,20,1.72,9.18,2.87,2.3,16.65,10.91,2.87,13.78,0.57,1.15,0.0,15.5,3.44,144,136,8,273,275,-2,5,,3,0.02125030887076847,0.1134173461823573,0.03545836422041018,0.028416110699283417,0.20570793180133431,0.13479120336051398,0.03545836422041018,0.17024956758092413,0.00704225352112676,0.014208055349641709,0.0,0.1914998764516926,0.04250061774153694,0.004592422502870264,-0.001148105625717566,-0.0004700352526439483,1,0xf,2
Municipios,571,Fresno de Torote,75.9,2416,232,118,178,114,225,246,48,1.24,4.97,2.07,0.0,9.52,14.49,4.97,13.25,1.66,0.41,3.31,4.97,7.86,162,154,8,295,305,-10,6,,3,0.018044237485448197,0.07232246798603026,0.030122235157159487,0,0.13853317811408614,0.21085564610011642,0.07232246798603026,0.19281140861466822,0.024155995343422585,0.005966239813736903,0.048166472642607684,0.07232246798603026,0.11437718277066357,0.0033112582781456954,-0.0041390728476821195,-0.0004700352526439483,1,0xf,2
Municipios,587,Fuenlabrada,4912.32,192233,22552,9562,15046,9335,17741,15826,1588,1.7,5.62,0.47,0.85,33.56,12.51,6.33,9.79,2.68,0.17,2.79,8.26,8.33,16940,16674,266,59588,57301,2287,5,,5,0.01826778422523103,0.06039114549752847,0.005050505050505049,0.009133892112615515,0.3606275521169138,0.13442940038684717,0.06802063185041907,0.10520094562647751,0.028798624543305392,0.0018267784225231031,0.029980657640232104,0.08875993982376959,0.08951214270363204,0.0013837374436231032,0.011897020802879838,-0.0004700352526439483,1,0xf,1
Municipios,590,Fuente el Saz de Jarama,207.05,6883,796,343,436,314,581,588,178,2.62,7.55,3.49,1.02,35.16,16.71,17.72,22.66,11.62,0.29,5.08,18.74,7.55,905,912,-7,2165,2171,-6,5,,5,0.01744224752013847,0.05026296518207842,0.023234138872245524,0.006790493309366886,0.23407229878170557,0.11124425803874576,0.11796817788429531,0.1508554690100526,0.07735836495572863,0.0019306304507023498,0.03381931961919978,0.12475867119366219,0.05026296518207842,-0.0010169984018596541,-0.0008717129158797036,-0.0004700352526439483,2,0xf,2
Municipios,604,Fuentidueña de Tajo,36.91,2228,308,103,155,107,168,122,9,2.24,5.83,11.67,1.35,20.2,11.67,4.49,4.94,1.35,1.35,1.8,11.67,9.43,179,186,-7,413,456,-43,5,,3,0.02545743834526651,0.06625752926468917,0.13262870780770541,0.015342652574156153,0.22957154222070686,0.13262870780770541,0.051028525968860095,0.05614274349357881,0.015342652574156153,0.015342652574156153,0.020456870098874872,0.13262870780770541,0.10717126946243889,-0.0031418312387791743,-0.019299820466786355,-0.0004700352526439483,2,0xf,2
Municipios,611,Galapagar,531.16,34712,3700,1556,2094,1270,2955,4666,1689,2.33,9.48,0.92,0.58,16.31,12.21,2.07,22.7,0.32,0.23,1.18,25.55,3.23,3333,3299,34,6446,6435,11,12,,5,0.02399340953557821,0.09762125424776028,0.009473792606322728,0.005972608382246936,0.16795386674904747,0.12573370404695708,0.021316033364226133,0.23375553496035423,0.0032952322108948614,0.002368448151580682,0.012151168777674802,0.2631036968386366,0.033261250128720006,0.0009794883613735883,0.00031689329338557273,-0.0004700352526439483,1,0xf,1
Municipios,626,Garganta de los Montes,10.18,411,54,22,26,20,37,37,8,0.0,12.17,17.03,2.43,17.03,29.2,12.17,21.9,0.0,2.43,9.73,7.3,0.0,53,49,4,104,105,-1,6,,1,0.0,0.09262500951366161,0.12961412588477053,0.018494558185554455,0.12961412588477053,0.22223913539843212,0.09262500951366161,0.16667935154882407,0.0,0.018494558185554455,0.0740543420351625,0.05555978384960803,0.0,0.009732360097323601,-0.0024330900243309003,-0.0004700352526439483,1,0xf,2
Municipios,632,Gargantilla del Lozoya y Pinilla de Buitrago,14.38,344,53,18,24,-,32,44,-,0.0,26.16,11.63,2.91,43.6,11.63,2.91,14.53,0.0,2.91,0.0,0.0,0.0,38,39,-1,125,120,5,5,,1,0.0,0.22497420020639836,0.10001719986240111,0.02502579979360165,0.37495700034399726,0.10001719986240111,0.02502579979360165,0.12495700034399725,0.0,0.02502579979360165,0.0,0.0,0.0,-0.0029069767441860465,0.014534883720930232,-0.0004700352526439483,2,0xf,1
Municipios,647,Gascones,9.52,191,25,-,13,-,21,22,-,5.24,15.71,31.41,5.24,57.59,26.18,5.24,5.24,0.0,5.24,0.0,15.71,31.41,33,38,-5,78,93,-15,5,,1,0.025659859948092646,0.07693061064590372,0.15381225209343322,0.025659859948092646,0.282013613437148,0.1282013613437148,0.025659859948092646,0.025659859948092646,0.0,0.025659859948092646,0.0,0.07693061064590372,0.15381225209343322,-0.02617801047120419,-0.07853403141361257,-0.0004700352526439483,2,0xf,2
Municipios,650,Getafe,2336.66,183095,19241,8176,12625,8869,19314,24220,4313,1.83,6.12,0.32,0.6,21.79,10.02,3.57,12.28,1.17,0.15,1.79,12.96,8.07,14038,14118,-80,84848,84499,349,5,,5,0.02268501301599108,0.07586463369282262,0.003966778232304451,0.007437709185570845,0.2701128052559812,0.12420974339903311,0.04425436965414653,0.1522251146646833,0.014503532911863147,0.0018594272963927112,0.022189165736953023,0.16065451840833028,0.10003718854592787,-0.0004369316475053934,0.0019061143122422787,-0.0004700352526439483,1,0xf,1
Municipios,663,Griñón,613.39,10467,1016,530,624,435,928,1219,393,2.58,9.08,1.72,1.62,39.74,18.44,17.39,20.64,7.45,0.19,8.31,21.02,8.89,1450,1462,-12,6264,6067,197,5,,5,0.016425797415165214,0.057808620360348895,0.010950531610110142,0.010313872795568856,0.2530082128987076,0.1173998854014134,0.11071496784872988,0.1314063793213217,0.04743108168332591,0.001209651747628446,0.05290634748838098,0.1338256828165786,0.05659896861272045,-0.0011464603038119805,0.01882105665424668,-0.0004700352526439483,2,0xf,1
Municipios,679,Guadalix de la Sierra,109.38,6594,799,280,481,327,593,727,189,1.82,7.89,6.07,0.76,23.96,16.99,3.79,11.37,1.52,0.15,1.52,11.22,4.85,571,581,-10,1244,1227,17,5,,5,0.019801980198019806,0.08584484822108586,0.06604286802306605,0.008268958764008271,0.2606898052442608,0.18485474921118486,0.04123599173104124,0.12370797519312372,0.016537917528016543,0.0016320313350016323,0.016537917528016543,0.12207594385812211,0.052769013165052774,-0.001516530178950561,0.002578101304215954,-0.0004700352526439483,2,0xf,1
Municipios,685,Guadarrama,289.96,16747,1670,760,1229,758,1605,2268,523,2.45,8.96,1.02,1.13,26.33,12.06,2.99,15.17,1.07,0.18,0.78,17.73,3.64,1520,1516,4,4093,4026,67,5,,5,0.026200406373649877,0.09581862902363383,0.0109079242861726,0.012084269062132391,0.2815741631911025,0.1289701636188643,0.031975189819270666,0.16222863864827292,0.011442626457063416,0.0019249278152069296,0.008341353865896696,0.18960538979788258,0.03892631804085125,0.00023884874902967696,0.004000716546247089,-0.0004700352526439483,1,0xf,1
Municipios,698,La Hiruela,4.25,72,-,-,-,0,-,-,0,0.0,41.67,0.0,0.0,180.56,0.0,0.0,0.0,0.0,13.89,0.0,13.89,0.0,15,18,-3,48,52,-4,5,,1,0.0,0.16667333306667734,0.0,0,0.7222111115555379,0.0,0.0,0.0,0.0,0.055557777688892446,0.0,0.055557777688892446,0.0,-0.041666666666666664,-0.05555555555555555,-0.0004700352526439483,2,0xf,2
Municipios,702,Horcajo de la Sierra-Aoslos,7.96,170,17,9,-,-,11,14,-,0.0,41.18,41.18,0.0,64.71,11.76,0.0,11.76,0.0,11.76,0.0,5.88,5.88,30,33,-3,69,78,-9,5,,1,0.0,0.21214775127505028,0.21214775127505028,0,0.33336767812065327,0.06058420483231159,0.0,0.06058420483231159,0.0,0.06058420483231159,0.0,0.030292102416155795,0.030292102416155795,-0.01764705882352941,-0.052941176470588235,-0.0004700352526439483,2,0xf,2
Municipios,719,Horcajuelo de la Sierra,4.44,106,12,-,7,-,8,7,-,0.0,37.74,28.3,0.0,47.17,47.17,0.0,9.43,0.0,9.43,0.0,9.43,9.43,16,21,-5,60,57,3,6,,1,0.0,0.19050984351337708,0.14285714285714285,0,0.2381120646138314,0.2381120646138314,0.0,0.04760222110045431,0.0,0.04760222110045431,0.0,0.04760222110045431,0.04760222110045431,-0.04716981132075472,0.02830188679245283,-0.0004700352526439483,2,0xf,1
Municipios,724,Hoyo de Manzanares,191.62,8680,866,343,447,288,739,1304,533,1.84,12.79,0.92,0.69,19.35,8.06,1.73,26.61,0.0,0.23,1.04,32.95,1.96,903,924,-21,1799,1862,-63,12,,5,0.01701026162521956,0.11823980771008595,0.00850513081260978,0.006378848109457334,0.1788850882869557,0.07451234168438568,0.01599334381066839,0.24600166404733287,0.0,0.002126282703152445,0.009614495701211055,0.3046131089951003,0.018119626513820833,-0.0024193548387096775,-0.007258064516129033,-0.0004700352526439483,2,0xf,2
Municipios,730,Humanes de Madrid,999.75,19736,2344,1015,1617,932,1654,1382,175,1.27,4.51,1.01,4.91,60.7,31.87,52.49,16.21,22.19,0.46,25.39,11.2,10.84,3757,3761,-4,12959,12737,222,5,,5,0.005225262291709524,0.018555852705204687,0.00415552355482411,0.020201604608105325,0.24974285126517173,0.1311252828636083,0.21596379345813616,0.06669409586504833,0.09129808681341287,0.0018926146883357332,0.10446410203661796,0.046081053281217844,0.044599876568607276,-0.00020267531414673692,0.0112484799351439,-0.0004700352526439483,1,0xf,1
Municipios,745,Leganés,4362.71,187762,20442,8474,13341,9143,19197,19800,2884,1.74,5.77,0.23,1.41,23.74,11.26,4.61,11.41,1.19,0.15,2.0,11.16,8.1,14777,14677,100,65155,64733,422,5,,5,0.021022109459949256,0.06971124803672828,0.0027787845837863962,0.01703515766582095,0.2868188957351697,0.13603962788449922,0.055696508396762115,0.1378518787000121,0.014377189803068745,0.001812250815512867,0.024163344206838227,0.1348314606741573,0.09786154403769481,0.0005325891287907031,0.002247526123496767,-0.0004700352526439483,1,0xf,1
Municipios,758,Loeches,201.04,8860,992,450,755,502,915,963,150,2.26,4.85,0.79,1.47,29.8,16.03,19.75,13.77,7.9,0.79,10.38,10.95,15.46,1023,1014,9,4394,4419,-25,5,,5,0.016840536512667658,0.036140089418777936,0.005886736214605066,0.010953800298062592,0.22205663189269745,0.11944858420268256,0.14716840536512665,0.10260804769001489,0.058867362146050664,0.005886736214605066,0.07734724292101341,0.08159463487332339,0.11520119225037256,0.0010158013544018058,-0.0028216704288939053,-0.0004700352526439483,1,0xf,2
Municipios,761,Lozoya,10.35,593,74,31,42,24,42,38,24,5.06,11.8,6.75,0.0,35.41,15.18,6.75,8.43,0.0,0.0,6.75,23.61,5.06,74,70,4,185,188,-3,5,,2,0.04054487179487179,0.09455128205128206,0.054086538461538464,0,0.28373397435897435,0.12163461538461538,0.054086538461538464,0.06754807692307692,0.0,0.0,0.054086538461538464,0.1891826923076923,0.04054487179487179,0.006745362563237774,-0.00505902192242833,-0.0004700352526439483,1,0xf,2
Municipios,9015,Lozoyuela-Navas-Sieteiglesias,27.43,1407,197,64,90,33,100,119,16,3.55,12.08,3.55,1.42,39.8,17.06,7.11,16.35,3.55,3.55,2.13,6.4,10.66,162,169,-7,502,493,9,5,,3,0.027906611115478347,0.09496108796478266,0.027906611115478347,0.011162644446191338,0.31286848518198257,0.13410895369860862,0.055891832403112976,0.12852763147551297,0.027906611115478347,0.027906611115478347,0.016743966669287007,0.0503105101800173,0.08379844351859132,-0.004975124378109453,0.006396588486140725,-0.0004700352526439483,2,0xf,1
Municipios,783,Madarcos,6.66,57,16,-,-,-,-,-,-,0.0,105.26,35.09,17.54,0.0,0.0,17.54,17.54,0.0,17.54,0.0,35.09,17.54,11,14,-3,30,40,-10,2,,1,0.0,0.40001520103367033,0.13335106787261536,0.06665653264421981,0.0,0.0,0.06665653264421981,0.06665653264421981,0.0,0.06665653264421981,0.0,0.13335106787261536,0.06665653264421981,-0.05263157894736842,-0.17543859649122806,-0.0004700352526439483,2,0xf,2
Municipios,796,Madrid,5417.45,3305408,361859,139977,195047,131364,328061,507778,185748,3.21,10.82,0.44,0.7,26.13,7.1,2.56,31.6,0.48,0.18,1.38,37.83,7.09,424077,419047,5030,2080459,2030418,50041,12,,5,0.024783817171093264,0.08353922174181592,0.00339715873996294,0.005404570722668313,0.20174490426189004,0.05481778875849289,0.01976528721432983,0.24397776405188387,0.0037059913526868433,0.0013897467572575662,0.010654725138974674,0.2920784434836318,0.054740580605311916,0.0015217486010804112,0.015139129571901562,-0.0004700352526439483,1,0xf,1
Municipios,800,Majadahonda,1875.11,72034,5630,2242,2729,1794,5338,11882,7493,3.98,13.33,0.51,0.65,24.67,5.44,2.07,34.01,0.43,0.14,0.99,53.61,2.32,10220,10091,129,32252,31487,765,12,,5,0.02799859303552586,0.09377418220189941,0.0035877594090749213,0.004572634540977841,0.1735490678860359,0.038269433696799166,0.01456208230742174,0.2392543088287021,0.0030249736194161102,0.0009848751319029196,0.006964474147027788,0.37713682729511083,0.016320787900105525,0.0017908210011938807,0.01061998500707999,-0.0004700352526439483,1,0xf,1
Municipios,822,Manzanares el Real,72.17,9202,1012,369,549,360,843,1349,363,2.83,8.59,1.52,0.98,19.02,14.45,1.96,16.63,0.33,0.11,0.65,15.43,3.69,771,775,-4,1447,1417,30,5,,5,0.03283443554936768,0.09966353405267432,0.0176354565494837,0.0113702285647987,0.2206752523494605,0.16765285996055226,0.0227404571295974,0.19294581738020652,0.003828750435085277,0.0012762501450284255,0.007541478129713424,0.17902308852535098,0.04281239122868082,-0.0004346881112801565,0.0032601608346011736,-0.0004700352526439483,1,0xf,1
Municipios,838,Meco,428.04,14903,1479,698,1112,706,1506,1781,394,1.54,4.97,0.74,0.74,20.53,15.03,7.72,11.88,2.95,0.54,4.03,10.74,10.74,1276,1258,18,7470,7719,-249,5,,5,0.016711882799782963,0.05393380358111774,0.008030385241454151,0.008030385241454151,0.22278893109061312,0.16310363537710254,0.08377645143787303,0.12892023874118286,0.032013022246337494,0.005860010851871948,0.04373304395008139,0.11654910472056429,0.11654910472056429,0.0012078105079514191,-0.016708045359994633,-0.0004700352526439483,1,0xf,2
Municipios,843,Mejorada del Campo,1318.83,23737,2716,1209,1892,1205,2205,1784,255,1.35,4.89,0.29,1.26,29.11,19.42,13.86,10.66,6.19,0.42,6.4,9.31,9.52,2348,2346,2,7013,6846,167,5,,5,0.011980830670926517,0.043397231096911605,0.0025736599219027332,0.011182108626198083,0.2583422080227192,0.17234646787362443,0.1230031948881789,0.09460418885339013,0.05493432729854455,0.0037273695420660274,0.05679801206957757,0.08262335818246361,0.08448704295349661,8.425664574293298e-05,0.007035429919534903,-0.0004700352526439483,1,0xf,1
Municipios,856,Miraflores de la Sierra,116.71,6585,763,307,455,264,563,704,219,1.97,7.59,2.43,2.43,26.27,17.01,4.71,17.31,1.06,0.15,1.21,11.69,5.62,603,624,-21,1139,1213,-74,5,,5,0.019808949220713926,0.07631975867269984,0.024434389140271493,0.024434389140271493,0.26415284062342886,0.17104072398190046,0.0473604826546003,0.17405731523378581,0.010658622423328306,0.0015082956259426846,0.01216691804927099,0.11754650578179988,0.05651080945198592,-0.0031890660592255125,-0.011237661351556568,-0.0004700352526439483,2,0xf,2
